지점명,일시,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각
서울,2018.2.22,0.4,,
서울,2018.2.23,3.7,,
서울,2018.2.24,,,
서울,2018.2.25,,,
서울,2018.2.26,,,
서울,2018.2.27,,,
서울,2018.2.28,25,,
서울,2018.3.1,0.5,,
서울,2018.3.2,,,
서울,2018.3.3,0,,
서울,2018.3.4,11.5,,
서울,2018.3.5,3.5,,
서울,2018.3.6,,,
서울,2018.3.7,0.5,,
서울,2018.3.8,4,,
서울,2018.3.9,,,
서울,2018.3.10,,,
서울,2018.3.11,,,
서울,2018.3.12,,,
서울,2018.3.13,,,
서울,2018.3.14,,,
서울,2018.3.15,27,,
서울,2018.3.16,,,
서울,2018.3.17,,,
서울,2018.3.18,0.5,,
서울,2018.3.19,1,,
서울,2018.3.20,,,
서울,2018.3.21,1,,
서울,2018.3.22,,,
서울,2018.3.23,,,
서울,2018.3.24,,,
서울,2018.3.25,,,
서울,2018.3.26,,,
서울,2018.3.27,,,
서울,2018.3.28,,,
서울,2018.3.29,,,
서울,2018.3.30,,,
서울,2018.3.31,,,
서울,2018.4.1,,,
서울,2018.4.2,,,
서울,2018.4.3,0.1,0.1,
서울,2018.4.4,18.5,8,1:48
서울,2018.4.5,10.5,3,6:36
서울,2018.4.6,6.5,2.5,1:40
서울,2018.4.7,0.2,0.2,
서울,2018.4.8,3,2.5,17:11
서울,2018.4.9,,,
서울,2018.4.10,5,4.5,21:26
서울,2018.4.11,,,
서울,2018.4.12,,,
서울,2018.4.13,,,
서울,2018.4.14,9,2.5,5:52
서울,2018.4.15,,,
서울,2018.4.16,,,
서울,2018.4.17,,,
서울,2018.4.18,,,
서울,2018.4.19,,,
서울,2018.4.20,,,
서울,2018.4.21,,,
서울,2018.4.22,15.5,4.5,20:55
서울,2018.4.23,59,8.5,8:02
서울,2018.4.24,3,2.9,2:02
서울,2018.4.25,,,
서울,2018.4.26,,,
서울,2018.4.27,,,
서울,2018.4.28,,,
서울,2018.4.29,,,
서울,2018.4.30,,,
서울,2018.5.1,0,0,
서울,2018.5.2,12,6.5,11:26
서울,2018.5.3,1,0.9,13:22
서울,2018.5.4,,,
서울,2018.5.5,,,
서울,2018.5.6,22,4,9:54
서울,2018.5.7,,,
서울,2018.5.8,,,
서울,2018.5.9,,,
서울,2018.5.10,,,
서울,2018.5.11,,,
서울,2018.5.12,32,4,9:12
서울,2018.5.13,0.5,0.2,
서울,2018.5.14,,,
서울,2018.5.15,0,0,
서울,2018.5.16,45,35,11:54
서울,2018.5.17,83,19.5,2:48
서울,2018.5.18,6.5,2,1:26
서울,2018.5.19,,,
서울,2018.5.20,,,
서울,2018.5.21,,,
서울,2018.5.22,12.5,4,22:49
서울,2018.5.23,6.5,3.5,0:39
서울,2018.5.24,,,
서울,2018.5.25,,,
서울,2018.5.26,,,
서울,2018.5.27,,,
서울,2018.5.28,,,
서울,2018.5.29,1,1,18:55
서울,2018.5.30,0,0,
서울,2018.5.31,,,
서울,2018.6.1,,,
서울,2018.6.2,,,
서울,2018.6.3,,,
서울,2018.6.4,,,
서울,2018.6.5,,,
서울,2018.6.6,,,
서울,2018.6.7,,,
서울,2018.6.8,,,
서울,2018.6.9,0.5,0.5,19:19
서울,2018.6.10,0.5,0.5,#VALUE!
서울,2018.6.11,5,4.5,22:20
서울,2018.6.12,0,0,
서울,2018.6.13,0,0,
서울,2018.6.14,29,19.5,6:28
서울,2018.6.15,16.5,11.5,2:44
서울,2018.6.16,,,
서울,2018.6.17,,,
서울,2018.6.18,,,
서울,2018.6.19,,,
서울,2018.6.20,,,
서울,2018.6.21,,,
서울,2018.6.22,,,
서울,2018.6.23,,,
서울,2018.6.24,,,
서울,2018.6.25,,,
서울,2018.6.26,71.5,18.5,9:49
서울,2018.6.27,1,0.5,0:46
서울,2018.6.28,26.5,22.5,17:00
서울,2018.6.29,6.5,4.5,4:53
서울,2018.6.30,14.5,9.9,11:25
서울,2018.7.1,83.5,20.5,10:16
서울,2018.7.2,59.5,25,18:44
서울,2018.7.3,0.1,0.1,
서울,2018.7.4,,,
서울,2018.7.5,0.5,0.5,5:45
서울,2018.7.6,,,
서울,2018.7.7,,,
서울,2018.7.8,,,
서울,2018.7.9,14,9.5,23:30
서울,2018.7.10,16.5,9.5,0:43
서울,2018.7.11,3,1,4:09
서울,2018.7.12,1,0.5,3:43
서울,2018.7.13,,,
서울,2018.7.14,0,0,
서울,2018.7.15,,,
서울,2018.7.16,,,
서울,2018.7.17,,,
서울,2018.7.18,,,
서울,2018.7.19,,,
서울,2018.7.20,,,
서울,2018.7.21,,,
서울,2018.7.22,,,
서울,2018.7.23,,,
서울,2018.7.24,,,
서울,2018.7.25,,,
서울,2018.7.26,,,
서울,2018.7.27,,,
서울,2018.7.28,7.5,7.5,13:55
서울,2018.7.29,,,
서울,2018.7.30,,,
서울,2018.7.31,,,
서울,2018.8.1,,,
서울,2018.8.2,,,
서울,2018.8.3,,,
서울,2018.8.4,,,
서울,2018.8.5,2,2,6:43
서울,2018.8.6,6.5,4.5,7:26
서울,2018.8.7,,,
서울,2018.8.8,,,
서울,2018.8.9,2,1.5,16:17
서울,2018.8.10,,,
서울,2018.8.11,,,
서울,2018.8.12,5,5,18:23
서울,2018.8.13,1,1,#VALUE!
서울,2018.8.14,,,
서울,2018.8.15,1,1,17:45
서울,2018.8.16,,,
서울,2018.8.17,,,
서울,2018.8.18,,,
서울,2018.8.19,,,
서울,2018.8.20,0,0,
서울,2018.8.21,5,3,5:35
서울,2018.8.22,,,
서울,2018.8.23,3,1.6,20:26
서울,2018.8.24,7.5,1.5,1:48
서울,2018.8.25,,,
서울,2018.8.26,2,1.3,21:15
서울,2018.8.27,19.5,4,2:34
서울,2018.8.28,96.5,43.5,19:40
서울,2018.8.29,42,21.5,19:03
서울,2018.8.30,9.5,7.5,1:37
서울,2018.8.31,0.1,0.1,
서울,2018.9.1,,,
서울,2018.9.2,,,
서울,2018.9.3,34.5,20,16:26
서울,2018.9.4,,,
서울,2018.9.5,,,
서울,2018.9.6,1,1,23:05
서울,2018.9.7,0.5,0.5,1:05
서울,2018.9.8,,,
서울,2018.9.9,,,
서울,2018.9.10,,,
서울,2018.9.11,,,
서울,2018.9.12,,,
서울,2018.9.13,,,
서울,2018.9.14,0.5,0.5,21:50
서울,2018.9.15,0.2,0.1,
서울,2018.9.16,2,1,15:36
서울,2018.9.17,0.1,0.1,
서울,2018.9.18,,,
서울,2018.9.19,0.2,0.1,
서울,2018.9.20,5,2,5:45
서울,2018.9.21,18,6.5,6:13
서울,2018.9.22,6.5,6.5,3:55
서울,2018.9.23,0,0,
서울,2018.9.24,,,
서울,2018.9.25,,,
서울,2018.9.26,,,
서울,2018.9.27,,,
서울,2018.9.28,,,
서울,2018.9.29,,,
서울,2018.9.30,,,
서울,2018.10.1,0,0,
서울,2018.10.2,,,
서울,2018.10.3,,,
서울,2018.10.4,,,
서울,2018.10.5,36.5,8,14:34
서울,2018.10.6,55.5,10.5,6:25
서울,2018.10.7,,,
서울,2018.10.8,,,
서울,2018.10.9,0,0,
서울,2018.10.10,7,5.5,1:11
서울,2018.10.11,,,
서울,2018.10.12,,,
서울,2018.10.13,,,
서울,2018.10.14,,,
서울,2018.10.15,,,
서울,2018.10.16,,,
서울,2018.10.17,,,
서울,2018.10.18,,,
서울,2018.10.19,,,
서울,2018.10.20,,,
서울,2018.10.21,,,
서울,2018.10.22,,,
서울,2018.10.23,5,5,10:55
서울,2018.10.24,,,
서울,2018.10.25,,,
서울,2018.10.26,11,6,13:04
서울,2018.10.27,,,
서울,2018.10.28,5.5,2.5,7:26
서울,2018.10.29,0,0,
서울,2018.10.30,0,,
서울,2018.10.31,0,0,
서울,2018.11.1,,,
서울,2018.11.2,,,
서울,2018.11.3,,,
서울,2018.11.4,,,
서울,2018.11.5,,,
서울,2018.11.6,,,
서울,2018.11.7,2,,
서울,2018.11.8,64,,
서울,2018.11.9,1,,
서울,2018.11.10,0,,
서울,2018.11.11,0,,
서울,2018.11.12,,,
서울,2018.11.13,,,
서울,2018.11.14,,,
서울,2018.11.15,,,
서울,2018.11.16,,,
서울,2018.11.17,,,
서울,2018.11.18,,,
서울,2018.11.19,,,
서울,2018.11.20,0.2,,
서울,2018.11.21,1,,
서울,2018.11.22,,,
서울,2018.11.23,,,
서울,2018.11.24,10.9,,
서울,2018.11.25,,,
서울,2018.11.26,,,
서울,2018.11.27,,,
서울,2018.11.28,,,
서울,2018.11.29,0,,
서울,2018.11.30,,,
서울,2018.12.1,,,
서울,2018.12.2,,,
서울,2018.12.3,9.5,,
서울,2018.12.4,5,,
서울,2018.12.5,,,
서울,2018.12.6,0,,
서울,2018.12.7,,,
서울,2018.12.8,,,
서울,2018.12.9,,,
서울,2018.12.10,,,
서울,2018.12.11,,,
서울,2018.12.12,,,
서울,2018.12.13,1.3,,
서울,2018.12.14,,,
서울,2018.12.15,,,
서울,2018.12.16,0.3,,
서울,2018.12.17,0.3,,
서울,2018.12.18,,,
서울,2018.12.19,,,
서울,2018.12.20,,,
서울,2018.12.21,,,
서울,2018.12.22,,,
서울,2018.12.23,,,
서울,2018.12.24,,,
서울,2018.12.25,,,
서울,2018.12.26,,,
서울,2018.12.27,,,
서울,2018.12.28,,,
서울,2018.12.29,,,
서울,2018.12.30,,,
서울,2018.12.31,,,
서울,2019.1.1,,,
서울,2019.1.2,,,
서울,2019.1.3,,,
서울,2019.1.4,,,
서울,2019.1.5,,,
서울,2019.1.6,,,
서울,2019.1.7,,,
서울,2019.1.8,,,
서울,2019.1.9,,,
서울,2019.1.10,,,
서울,2019.1.11,,,
서울,2019.1.12,,,
서울,2019.1.13,,,
서울,2019.1.14,,,
서울,2019.1.15,0,,
서울,2019.1.16,0,,
서울,2019.1.17,0,,
서울,2019.1.18,,,
서울,2019.1.19,,,
서울,2019.1.20,,,
서울,2019.1.21,0,,
서울,2019.1.22,,,
서울,2019.1.23,,,
서울,2019.1.24,,,
서울,2019.1.25,,,
서울,2019.1.26,,,
서울,2019.1.27,,,
서울,2019.1.28,0,,
서울,2019.1.29,,,
서울,2019.1.30,,,
서울,2019.1.31,,,
서울,2019.2.1,0.3,,
서울,2019.2.2,0,,
서울,2019.2.3,16,,
서울,2019.2.4,,,
서울,2019.2.5,,,
서울,2019.2.6,,,
서울,2019.2.7,0.5,,
서울,2019.2.8,,,
서울,2019.2.9,,,
서울,2019.2.10,,,
서울,2019.2.11,,,
서울,2019.2.12,0,,
서울,2019.2.13,,,
서울,2019.2.14,,,
서울,2019.2.15,2.2,,
서울,2019.2.16,0.2,,
서울,2019.2.17,,,
서울,2019.2.18,,,
서울,2019.2.19,4.6,,
서울,2019.2.20,0,,
서울,2019.2.21,,,
서울,2019.2.22,,,
서울,2019.2.23,,,
서울,2019.2.24,,,
서울,2019.2.25,,,
서울,2019.2.26,,,
서울,2019.2.27,,,
서울,2019.2.28,,,
서울,2019.3.1,,,
서울,2019.3.2,,,
서울,2019.3.3,,,
서울,2019.3.4,,,
서울,2019.3.5,,,
서울,2019.3.6,,,
서울,2019.3.7,,,
서울,2019.3.8,,,
서울,2019.3.9,,,
서울,2019.3.10,,,
서울,2019.3.11,0,,
서울,2019.3.12,0,,
서울,2019.3.13,0,,
서울,2019.3.14,0,,
서울,2019.3.15,3.5,,
서울,2019.3.16,,,
서울,2019.3.17,,,
서울,2019.3.18,,,
서울,2019.3.19,,,
서울,2019.3.20,16.5,,
서울,2019.3.21,3.3,,
서울,2019.3.22,,,
서울,2019.3.23,1.7,,
서울,2019.3.24,,,
서울,2019.3.25,,,
서울,2019.3.26,,,
서울,2019.3.27,,,
서울,2019.3.28,,,
서울,2019.3.29,,,
서울,2019.3.30,1.8,,
서울,2019.3.31,0,,
서울,2019.4.1,,,
서울,2019.4.2,,,
서울,2019.4.3,,,
서울,2019.4.4,,,
서울,2019.4.5,0,0,
서울,2019.4.6,0.8,0.6,15:30
서울,2019.4.7,,,
서울,2019.4.8,,,
서울,2019.4.9,17.4,3.8,17:35
서울,2019.4.10,5.6,1.9,#VALUE!
서울,2019.4.11,,,
서울,2019.4.12,,,
서울,2019.4.13,,,
서울,2019.4.14,1.7,1.3,9:45
서울,2019.4.15,,,
서울,2019.4.16,,,
서울,2019.4.17,,,
서울,2019.4.18,0,0,
서울,2019.4.19,,,
서울,2019.4.20,1.2,0.7,22:43
서울,2019.4.21,0.3,0.2,
서울,2019.4.22,,,
서울,2019.4.23,0,0,
서울,2019.4.24,4.1,1.9,2:11
서울,2019.4.25,11.3,2.7,20:45
서울,2019.4.26,4.9,1.9,3:10
서울,2019.4.27,,,
서울,2019.4.28,0,0,
서울,2019.4.29,,,
서울,2019.4.30,,,
서울,2019.5.1,,,
서울,2019.5.2,,,
서울,2019.5.3,,,
서울,2019.5.4,,,
서울,2019.5.5,,,
서울,2019.5.6,0,0,
서울,2019.5.7,,,
서울,2019.5.8,,,
서울,2019.5.9,,,
서울,2019.5.10,,,
서울,2019.5.11,,,
서울,2019.5.12,,,
서울,2019.5.13,0,0,
서울,2019.5.14,,,
서울,2019.5.15,,,
서울,2019.5.16,,,
서울,2019.5.17,,,
서울,2019.5.18,0,0,
서울,2019.5.19,22,4.2,16:56
서울,2019.5.20,8.7,6.1,1:40
서울,2019.5.21,,,
서울,2019.5.22,,,
서울,2019.5.23,,,
서울,2019.5.24,,,
서울,2019.5.25,,,
서울,2019.5.26,,,
서울,2019.5.27,7.1,1.7,7:51
서울,2019.5.28,,,
서울,2019.5.29,,,
서울,2019.5.30,0,0,
서울,2019.5.31,,,
서울,2019.6.1,,,
서울,2019.6.2,,,
서울,2019.6.3,,,
서울,2019.6.4,,,
서울,2019.6.5,,,
서울,2019.6.6,7.5,3.4,19:28
서울,2019.6.7,35.3,12.1,2:34
서울,2019.6.8,,,
서울,2019.6.9,2.5,1.6,20:55
서울,2019.6.10,9.5,3.5,1:06
서울,2019.6.11,,,
서울,2019.6.12,,,
서울,2019.6.13,,,
서울,2019.6.14,,,
서울,2019.6.15,2.1,2.1,18:15
서울,2019.6.16,,,
서울,2019.6.17,0,0,
서울,2019.6.18,13.8,7.8,5:59
서울,2019.6.19,0.2,0.2,
서울,2019.6.20,,,
서울,2019.6.21,0.2,0.2,
서울,2019.6.22,,,
서울,2019.6.23,,,
서울,2019.6.24,,,
서울,2019.6.25,,,
서울,2019.6.26,0,0,
서울,2019.6.27,1.4,1.3,0:33
서울,2019.6.28,0,0,
서울,2019.6.29,1.5,0.5,3:41
서울,2019.6.30,0,0,
서울,2019.7.1,,,
서울,2019.7.2,,,
서울,2019.7.3,,,
서울,2019.7.4,,,
서울,2019.7.5,0,0,
서울,2019.7.6,,,
서울,2019.7.7,,,
서울,2019.7.8,,,
서울,2019.7.9,,,
서울,2019.7.10,8.5,2.7,20:19
서울,2019.7.11,2.9,1.6,5:34
서울,2019.7.12,,,
서울,2019.7.13,0,0,
서울,2019.7.14,,,
서울,2019.7.15,7.7,4.3,16:14
서울,2019.7.16,6.3,4.4,1:30
서울,2019.7.17,0.7,0.7,11:25
서울,2019.7.18,,,
서울,2019.7.19,0,0,
서울,2019.7.20,1.1,0.8,7:56
서울,2019.7.21,6.2,1.6,13:10
서울,2019.7.22,0.1,0.1,
서울,2019.7.23,,,
서울,2019.7.24,1,0.6,7:47
서울,2019.7.25,9.7,5.1,17:31
서울,2019.7.26,60,20.7,8:29
서울,2019.7.27,0.6,0.6,3:49
서울,2019.7.28,25.6,11.3,8:04
서울,2019.7.29,0.5,0.5,0:25
서울,2019.7.30,1.2,0.8,16:20
서울,2019.7.31,62.3,26.3,7:24
서울,2019.8.1,26.9,11.3,1:15
서울,2019.8.2,,,
서울,2019.8.3,3,3,15:40
서울,2019.8.4,8.6,8.3,16:50
서울,2019.8.5,,,
서울,2019.8.6,,,
서울,2019.8.7,8,2.3,6:40
서울,2019.8.8,0,0,
서울,2019.8.9,,,
서울,2019.8.10,,,
서울,2019.8.11,6.7,5.7,23:13
서울,2019.8.12,56.2,12.3,0:01
서울,2019.8.13,6.4,6.4,
서울,2019.8.14,,,
서울,2019.8.15,16.2,8.1,12:37
서울,2019.8.16,0.1,0.1,
서울,2019.8.17,0,0,
서울,2019.8.18,,,
서울,2019.8.19,,,
서울,2019.8.20,,,
서울,2019.8.21,1.3,0.5,17:50
서울,2019.8.22,,,
서울,2019.8.23,,,
서울,2019.8.24,,,
서울,2019.8.25,,,
서울,2019.8.26,,,
서울,2019.8.27,20,16.7,4:16
서울,2019.8.28,,,
서울,2019.8.29,36.9,29.4,10:27
서울,2019.8.30,0.2,0.2,
서울,2019.8.31,,,
서울,2019.9.1,,,
서울,2019.9.2,,,
서울,2019.9.3,0,0,
서울,2019.9.4,22.7,6.8,18:01
서울,2019.9.5,36.4,18.4,13:45
서울,2019.9.6,2.4,2.1,20:51
서울,2019.9.7,2.8,0.6,14:58
서울,2019.9.8,0,0,
서울,2019.9.9,0,0,
서울,2019.9.10,63.2,11,4:43
서울,2019.9.11,7.6,2.6,0:14
서울,2019.9.12,3.9,1.4,17:40
서울,2019.9.13,0.1,0.1,
서울,2019.9.14,0.3,0.3,13:58
서울,2019.9.15,,,
서울,2019.9.16,,,
서울,2019.9.17,,,
서울,2019.9.18,,,
서울,2019.9.19,,,
서울,2019.9.20,,,
서울,2019.9.21,,,
서울,2019.9.22,0.4,0.2,
서울,2019.9.23,,,
서울,2019.9.24,,,
서울,2019.9.25,,,
서울,2019.9.26,,,
서울,2019.9.27,,,
서울,2019.9.28,,,
서울,2019.9.29,,,
서울,2019.9.30,,,
서울,2019.10.1,,,
서울,2019.10.2,23.1,4.6,3:30
서울,2019.10.3,4.6,2,0:11
서울,2019.10.4,,,
서울,2019.10.5,0.6,0.5,7:02
서울,2019.10.6,,,
서울,2019.10.7,25.4,5.6,8:53
서울,2019.10.8,,,
서울,2019.10.9,,,
서울,2019.10.10,,,
서울,2019.10.11,,,
서울,2019.10.12,,,
서울,2019.10.13,,,
서울,2019.10.14,,,
서울,2019.10.15,,,
서울,2019.10.16,,,
서울,2019.10.17,,,
서울,2019.10.18,,,
서울,2019.10.19,,,
서울,2019.10.20,,,
서울,2019.10.21,,,
서울,2019.10.22,,,
서울,2019.10.23,,,
서울,2019.10.24,,,
서울,2019.10.25,0,0,
서울,2019.10.26,,,
서울,2019.10.27,,,
서울,2019.10.28,1.7,1.1,20:44
서울,2019.10.29,0.1,0.3,#VALUE!
서울,2019.10.30,,,
서울,2019.10.31,,,
서울,2019.11.1,,,
서울,2019.11.2,,,
서울,2019.11.3,,,
서울,2019.11.4,,,
서울,2019.11.5,,,
서울,2019.11.6,,,
서울,2019.11.7,,,
서울,2019.11.8,,,
서울,2019.11.9,,,
서울,2019.11.10,11.8,,
서울,2019.11.11,1.1,,
서울,2019.11.12,,,
서울,2019.11.13,7.5,,
서울,2019.11.14,,,
서울,2019.11.15,18.8,,
서울,2019.11.16,,,
서울,2019.11.17,21.1,,
서울,2019.11.18,14.7,,
서울,2019.11.19,0,,
서울,2019.11.20,,,
서울,2019.11.21,,,
서울,2019.11.22,,,
서울,2019.11.23,,,
서울,2019.11.24,3.8,,
서울,2019.11.25,,,
서울,2019.11.26,,,
서울,2019.11.27,,,
서울,2019.11.28,,,
서울,2019.11.29,,,
서울,2019.11.30,,,
서울,2019.12.1,3.3,,
서울,2019.12.2,,,
서울,2019.12.3,0.6,,
서울,2019.12.4,0,,
서울,2019.12.5,,,
서울,2019.12.6,,,
서울,2019.12.7,0.1,,
서울,2019.12.8,,,
서울,2019.12.9,0,,
서울,2019.12.10,1.7,,
서울,2019.12.11,0.2,,
서울,2019.12.12,,,
서울,2019.12.13,1,,
서울,2019.12.14,0,,
서울,2019.12.15,,,
서울,2019.12.16,,,
서울,2019.12.17,9.8,,
서울,2019.12.18,,,
서울,2019.12.19,0,,
서울,2019.12.20,0,,
서울,2019.12.21,0.6,,
서울,2019.12.22,0.3,,
서울,2019.12.23,2.9,,
서울,2019.12.24,,,
서울,2019.12.25,,,
서울,2019.12.26,0.3,,
서울,2019.12.27,,,
서울,2019.12.28,,,
서울,2019.12.29,1.4,,
서울,2019.12.30,0.4,,
서울,2019.12.31,0,,
서울,2020.1.1,0.1,,
서울,2020.1.2,,,
서울,2020.1.3,,,
서울,2020.1.4,,,
서울,2020.1.5,,,
서울,2020.1.6,1.8,,
서울,2020.1.7,46.3,,
서울,2020.1.8,11.6,,
서울,2020.1.9,,,
서울,2020.1.10,,,
서울,2020.1.11,,,
서울,2020.1.12,,,
서울,2020.1.13,,,
서울,2020.1.14,,,
서울,2020.1.15,,,
서울,2020.1.16,,,
서울,2020.1.17,,,
서울,2020.1.18,,,
서울,2020.1.19,0.6,,
서울,2020.1.20,,,
서울,2020.1.21,,,
서울,2020.1.22,,,
서울,2020.1.23,,,
서울,2020.1.24,,,
서울,2020.1.25,,,
서울,2020.1.26,,,
서울,2020.1.27,0.1,,
서울,2020.1.28,0,,
서울,2020.1.29,,,
서울,2020.1.30,,,
서울,2020.1.31,0,,
서울,2020.2.1,,,
서울,2020.2.2,,,
서울,2020.2.3,0,,
서울,2020.2.4,1.7,,
서울,2020.2.5,,,
서울,2020.2.6,,,
서울,2020.2.7,0,,
서울,2020.2.8,0,,
서울,2020.2.9,0,,
서울,2020.2.10,0,,
서울,2020.2.11,,,
서울,2020.2.12,6.7,,
서울,2020.2.13,,,
서울,2020.2.14,,,
서울,2020.2.15,2,,
서울,2020.2.16,13.4,,
서울,2020.2.17,1,,
서울,2020.2.18,,,
서울,2020.2.19,,,
서울,2020.2.20,,,
서울,2020.2.21,4.2,,
서울,2020.2.22,3.1,,
서울,2020.2.23,,,
서울,2020.2.24,,,
서울,2020.2.25,16.6,,
서울,2020.2.26,0,,
서울,2020.2.27,,,
서울,2020.2.28,3.9,,
서울,2020.2.29,0.5,,
서울,2020.3.1,0.2,,
서울,2020.3.2,0,,
서울,2020.3.3,,,
서울,2020.3.4,0,,
서울,2020.3.5,,,
서울,2020.3.6,,,
서울,2020.3.7,,,
서울,2020.3.8,,,
서울,2020.3.9,,,
서울,2020.3.10,11.8,,
서울,2020.3.11,,,
서울,2020.3.12,,,
서울,2020.3.13,0.5,,
서울,2020.3.14,,,
서울,2020.3.15,,,
서울,2020.3.16,,,
서울,2020.3.17,,,
서울,2020.3.18,,,
서울,2020.3.19,0,,
서울,2020.3.20,,,
서울,2020.3.21,,,
서울,2020.3.22,,,
서울,2020.3.23,,,
서울,2020.3.24,,,
서울,2020.3.25,,,
서울,2020.3.26,1.8,,
서울,2020.3.27,2,,
서울,2020.3.28,,,
서울,2020.3.29,,,
서울,2020.3.30,,,
서울,2020.3.31,,,
서울,2020.4.1,,,
서울,2020.4.2,,,
서울,2020.4.3,,,
서울,2020.4.4,,,
서울,2020.4.5,,,
서울,2020.4.6,,,
서울,2020.4.7,,,
서울,2020.4.8,,,
서울,2020.4.9,,,
서울,2020.4.10,,,
서울,2020.4.11,,,
서울,2020.4.12,,,
서울,2020.4.13,,,
서울,2020.4.14,,,
서울,2020.4.15,,,
서울,2020.4.16,,,
서울,2020.4.17,6.5,3.9,12:38
서울,2020.4.18,,,
서울,2020.4.19,10.3,2.9,17:12
서울,2020.4.20,0.1,0.1,
서울,2020.4.21,,,
서울,2020.4.22,0,0,
서울,2020.4.23,,,
서울,2020.4.24,,,
서울,2020.4.25,,,
서울,2020.4.26,,,
서울,2020.4.27,,,
서울,2020.4.28,,,
서울,2020.4.29,,,
서울,2020.4.30,,,
서울,2020.5.1,,,
서울,2020.5.2,0,0,
서울,2020.5.3,0,0,
서울,2020.5.4,,,
서울,2020.5.5,,,
서울,2020.5.6,,,
서울,2020.5.7,,,
서울,2020.5.8,2.3,1.6,22:03
서울,2020.5.9,24.4,4.7,9:48
서울,2020.5.10,1.3,0.7,2:30
서울,2020.5.11,3.4,3.8,23:23
서울,2020.5.12,0.7,0.7,0:01
서울,2020.5.13,,,
서울,2020.5.14,,,
서울,2020.5.15,12,2.1,8:38
서울,2020.5.16,2.5,0.5,5:56
서울,2020.5.17,0,0,
서울,2020.5.18,29.8,19.8,15:53
서울,2020.5.19,19,9.6,9:49
서울,2020.5.20,0,0,
서울,2020.5.21,,,
서울,2020.5.22,0,0,
서울,2020.5.23,0,0,
서울,2020.5.24,14.5,9.9,5:44
서울,2020.5.25,,,
서울,2020.5.26,1.5,1.5,19:55
서울,2020.5.27,,,
서울,2020.5.28,0,0,
서울,2020.5.29,,,
서울,2020.5.30,,,
서울,2020.5.31,1,1,22:45
서울,2020.6.1,0.4,0.3,#VALUE!
서울,2020.6.2,2,1.9,10:55
서울,2020.6.3,,,
서울,2020.6.4,0.2,0.1,
서울,2020.6.5,,,
서울,2020.6.6,,,
서울,2020.6.7,,,
서울,2020.6.8,,,
서울,2020.6.9,,,
서울,2020.6.10,6.2,2.9,20:19
서울,2020.6.11,0,0.1,
서울,2020.6.12,,,
서울,2020.6.13,0,0,
서울,2020.6.14,1.1,1.1,2:31
서울,2020.6.15,,,
서울,2020.6.16,,,
서울,2020.6.17,,,
서울,2020.6.18,,,
서울,2020.6.19,0.1,0.1,
서울,2020.6.20,,,
서울,2020.6.21,,,
서울,2020.6.22,,,
서울,2020.6.23,0,0,
서울,2020.6.24,37.6,8.5,11:05
서울,2020.6.25,13.3,3.5,1:20
서울,2020.6.26,2.1,0.9,#VALUE!
서울,2020.6.27,0,0,
서울,2020.6.28,,,
서울,2020.6.29,11.9,9.6,23:31
서울,2020.6.30,64.7,15.9,3:30
서울,2020.7.1,0,0,
서울,2020.7.2,,,
서울,2020.7.3,0.1,0.5,23:30
서울,2020.7.4,1.6,0.9,0:36
서울,2020.7.5,,,
서울,2020.7.6,,,
서울,2020.7.7,0,0,
서울,2020.7.8,,,
서울,2020.7.9,,,
서울,2020.7.10,2.2,1.9,8:00
서울,2020.7.11,,,
서울,2020.7.12,2.9,0.9,16:44
서울,2020.7.13,47.6,6.2,22:15
서울,2020.7.14,11.5,5.9,#VALUE!
서울,2020.7.15,,,
서울,2020.7.16,,,
서울,2020.7.17,0,0,
서울,2020.7.18,,,
서울,2020.7.19,29.1,19.3,8:20
서울,2020.7.20,3.6,1.3,2:31
서울,2020.7.21,0,0,
서울,2020.7.22,11.5,6.2,7:58
서울,2020.7.23,103.1,18.5,17:17
서울,2020.7.24,2.9,2.3,8:55
서울,2020.7.25,0,0,
서울,2020.7.26,0,0,
서울,2020.7.27,2.2,0.6,3:06
서울,2020.7.28,0.4,0.3,16:14
서울,2020.7.29,50.1,27.1,9:02
서울,2020.7.30,0.1,0.1,
서울,2020.7.31,1.5,1.2,23:05
서울,2020.8.1,39.1,23.6,12:22
서울,2020.8.2,31.4,13.8,15:33
서울,2020.8.3,102.6,28.5,8:36
서울,2020.8.4,3.9,1.8,6:36
서울,2020.8.5,18.5,14.4,23:25
서울,2020.8.6,75.7,19.9,4:15
서울,2020.8.7,0,0,
서울,2020.8.8,19.1,5.9,20:26
서울,2020.8.9,50.3,13.9,13:37
서울,2020.8.10,44.6,28.6,15:56
서울,2020.8.11,97,23.6,4:35
서울,2020.8.12,,,
서울,2020.8.13,,,
서울,2020.8.14,0.4,0.4,7:50
서울,2020.8.15,69,23.7,5:52
서울,2020.8.16,,,
서울,2020.8.17,,,
서울,2020.8.18,,,
서울,2020.8.19,,,
서울,2020.8.20,,,
서울,2020.8.21,2.5,2.1,11:59
서울,2020.8.22,42.6,23,12:11
서울,2020.8.23,,,
서울,2020.8.24,,,
서울,2020.8.25,,,
서울,2020.8.26,0.6,0.6,22:25
서울,2020.8.27,8.7,4.2,6:32
서울,2020.8.28,13.6,6.7,5:23
서울,2020.8.29,13.6,6.5,10:52
서울,2020.8.30,42.5,32.5,1:44
서울,2020.8.31,0,0,
서울,2020.9.1,0,0,
