지점명,일시,강수량(mm),1시간최다강수량(mm),1시간최다강수량시각
서울,2020.9.2,33.3,20,17:36
서울,2020.9.3,29.8,5.1,2:20
서울,2020.9.4,,,
서울,2020.9.5,,,
서울,2020.9.6,6.4,4.1,22:40
서울,2020.9.7,61,8.4,19:33
서울,2020.9.8,0,0,
서울,2020.9.9,1.3,1.1,13:31
서울,2020.9.10,3.9,3.5,4:31
서울,2020.9.11,1.2,1.4,23:30
서울,2020.9.12,5.7,1.8,1:21
서울,2020.9.13,,,
서울,2020.9.14,0,0,
서울,2020.9.15,,,
서울,2020.9.16,0.3,0.2,
서울,2020.9.17,,,
서울,2020.9.18,,,
서울,2020.9.19,0.3,0.2,
서울,2020.9.20,,,
서울,2020.9.21,,,
서울,2020.9.22,,,
서울,2020.9.23,,,
서울,2020.9.24,,,
서울,2020.9.25,,,
서울,2020.9.26,,,
서울,2020.9.27,,,
서울,2020.9.28,,,
서울,2020.9.29,,,
서울,2020.9.30,38.3,34,18:24
서울,2020.10.1,,,
서울,2020.10.2,0,0,
서울,2020.10.3,0,0,
서울,2020.10.4,0,0,
서울,2020.10.5,,,
서울,2020.10.6,,,
서울,2020.10.7,,,
서울,2020.10.8,,,
서울,2020.10.9,,,
서울,2020.10.10,,,
서울,2020.10.11,,,
서울,2020.10.12,,,
서울,2020.10.13,,,
서울,2020.10.14,,,
서울,2020.10.15,,,
서울,2020.10.16,,,
서울,2020.10.17,,,
서울,2020.10.18,,,
서울,2020.10.19,,,
서울,2020.10.20,,,
서울,2020.10.21,,,
서울,2020.10.22,0,0,
서울,2020.10.23,,,
서울,2020.10.24,,,
서울,2020.10.25,,,
서울,2020.10.26,,,
서울,2020.10.27,,,
서울,2020.10.28,,,
서울,2020.10.29,,,
서울,2020.10.30,,,
서울,2020.10.31,,,
서울,2020.11.1,13.6,,
서울,2020.11.2,1.7,,
서울,2020.11.3,0.5,,
서울,2020.11.4,,,
서울,2020.11.5,,,
서울,2020.11.6,,,
서울,2020.11.7,0.1,,
서울,2020.11.8,,,
서울,2020.11.9,,,
서울,2020.11.10,,,
서울,2020.11.11,,,
서울,2020.11.12,,,
서울,2020.11.13,,,
서울,2020.11.14,,,
서울,2020.11.15,,,
서울,2020.11.16,,,
서울,2020.11.17,0.1,,
서울,2020.11.18,12.2,,
서울,2020.11.19,86.9,,
서울,2020.11.20,0,,
서울,2020.11.21,0.2,,
서울,2020.11.22,4.8,,
서울,2020.11.23,,,
서울,2020.11.24,,,
서울,2020.11.25,,,
서울,2020.11.26,,,
서울,2020.11.27,0,,
서울,2020.11.28,,,
서울,2020.11.29,,,
서울,2020.11.30,,,
서울,2020.12.1,,,
서울,2020.12.2,,,
서울,2020.12.3,,,
서울,2020.12.4,,,
서울,2020.12.5,,,
서울,2020.12.6,,,
서울,2020.12.7,,,
서울,2020.12.8,,,
서울,2020.12.9,,,
서울,2020.12.10,0,,
서울,2020.12.11,,,
서울,2020.12.12,,,
서울,2020.12.13,2.9,,
서울,2020.12.14,,,
서울,2020.12.15,,,
서울,2020.12.16,,,
서울,2020.12.17,0,,
서울,2020.12.18,0.2,,
서울,2020.12.19,,,
서울,2020.12.20,,,
서울,2020.12.21,,,
서울,2020.12.22,,,
서울,2020.12.23,0,,
서울,2020.12.24,,,
서울,2020.12.25,,,
서울,2020.12.26,,,
서울,2020.12.27,0,,
서울,2020.12.28,1.3,,
서울,2020.12.29,0.2,,
서울,2020.12.30,,,
서울,2020.12.31,0,,
서울,2021.1.1,,,
서울,2021.1.2,,,
서울,2021.1.3,,,
서울,2021.1.4,0,,
서울,2021.1.5,0,,
서울,2021.1.6,2.3,,
서울,2021.1.7,,,
서울,2021.1.8,,,
서울,2021.1.9,,,
서울,2021.1.10,,,
서울,2021.1.11,,,
서울,2021.1.12,2.6,,
서울,2021.1.13,0,,
서울,2021.1.14,,,
서울,2021.1.15,0.2,,
서울,2021.1.16,,,
서울,2021.1.17,0,,
서울,2021.1.18,0.3,,
서울,2021.1.19,,,
서울,2021.1.20,,,
서울,2021.1.21,9.2,,
서울,2021.1.22,0.1,,
서울,2021.1.23,,,
서울,2021.1.24,,,
서울,2021.1.25,,,
서울,2021.1.26,1.7,,
서울,2021.1.27,,,
서울,2021.1.28,2,,
서울,2021.1.29,,,
서울,2021.1.30,0.5,,
서울,2021.1.31,,,
서울,2021.2.1,0.7,,
서울,2021.2.2,0,,
서울,2021.2.3,3.4,,
서울,2021.2.4,0.1,,
서울,2021.2.5,,,
서울,2021.2.6,,,
서울,2021.2.7,,,
서울,2021.2.8,,,
서울,2021.2.9,,,
서울,2021.2.10,,,
서울,2021.2.11,,,
서울,2021.2.12,,,
서울,2021.2.13,,,
서울,2021.2.14,0,,
서울,2021.2.15,1.4,,
서울,2021.2.16,1.5,,
서울,2021.2.17,0,,
서울,2021.2.18,,,
서울,2021.2.19,,,
서울,2021.2.20,,,
서울,2021.2.21,,,
서울,2021.2.22,,,
서울,2021.2.23,,,
서울,2021.2.24,,,
서울,2021.2.25,,,
서울,2021.2.26,,,
서울,2021.2.27,,,
서울,2021.2.28,,,
서울,2021.3.1,67.5,,
서울,2021.3.2,0.1,,
서울,2021.3.3,,,
서울,2021.3.4,,,
서울,2021.3.5,,,
서울,2021.3.6,,,
서울,2021.3.7,,,
서울,2021.3.8,,,
서울,2021.3.9,,,
서울,2021.3.10,,,
서울,2021.3.11,,,
서울,2021.3.12,0,,
서울,2021.3.13,,,
서울,2021.3.14,,,
서울,2021.3.15,1.7,,
서울,2021.3.16,1.3,,
서울,2021.3.17,,,
서울,2021.3.18,,,
서울,2021.3.19,,,
서울,2021.3.20,5.1,,
서울,2021.3.21,0.3,,
서울,2021.3.22,,,
서울,2021.3.23,,,
서울,2021.3.24,,,
서울,2021.3.25,,,
서울,2021.3.26,,,
서울,2021.3.27,25.5,,
서울,2021.3.28,9.2,,
서울,2021.3.29,0.2,,
서울,2021.3.30,,,
서울,2021.3.31,,,
서울,2021.4.1,,,
서울,2021.4.2,0,0,
서울,2021.4.3,56.2,11.5,11:10
서울,2021.4.4,0.6,0.4,4:02
서울,2021.4.5,,,
서울,2021.4.6,,,
서울,2021.4.7,,,
서울,2021.4.8,,,
서울,2021.4.9,,,
서울,2021.4.10,,,
서울,2021.4.11,,,
서울,2021.4.12,22,5.4,18:31
서울,2021.4.13,8,3,#VALUE!
서울,2021.4.14,,,
서울,2021.4.15,,,
서울,2021.4.16,0.7,0.7,10:57
서울,2021.4.17,0,0,
서울,2021.4.18,,,
서울,2021.4.19,,,
서울,2021.4.20,,,
서울,2021.4.21,,,
서울,2021.4.22,,,
서울,2021.4.23,0,0,
서울,2021.4.24,0,0,
서울,2021.4.25,,,
서울,2021.4.26,,,
서울,2021.4.27,1.7,5.8,23:31
서울,2021.4.28,4.7,4.7,0:01
서울,2021.4.29,3.9,4.3,23:13
서울,2021.4.30,26.3,8.9,2:45
서울,2021.5.1,8,5.3,14:19
서울,2021.5.2,1.7,1.2,0:24
서울,2021.5.3,,,
서울,2021.5.4,19.6,5.1,14:36
서울,2021.5.5,0.1,0.4,#VALUE!
서울,2021.5.6,,,
서울,2021.5.7,8.8,8.8,9:15
서울,2021.5.8,,,
서울,2021.5.9,,,
서울,2021.5.10,0,0,
서울,2021.5.11,,,
서울,2021.5.12,,,
서울,2021.5.13,,,
서울,2021.5.14,,,
서울,2021.5.15,15,5.8,13:02
서울,2021.5.16,66.9,11.3,18:53
서울,2021.5.17,3.1,1.7,11:15
서울,2021.5.18,,,
서울,2021.5.19,,,
서울,2021.5.20,0.9,0.5,22:19
서울,2021.5.21,6.9,2,14:01
서울,2021.5.22,0.2,0.2,
서울,2021.5.23,,,
서울,2021.5.24,,,
서울,2021.5.25,8.3,5.4,5:34
서울,2021.5.26,0,0,
서울,2021.5.27,8.9,6.5,6:42
서울,2021.5.28,12.3,4.7,5:02
서울,2021.5.29,0.3,0.2,
서울,2021.5.30,18.1,11.3,22:49
서울,2021.5.31,4,4.7,#VALUE!
서울,2021.6.1,3.2,2.3,7:12
서울,2021.6.2,,,
서울,2021.6.3,18.1,5.1,19:44
서울,2021.6.4,,,
서울,2021.6.5,,,
서울,2021.6.6,,,
서울,2021.6.7,0,0,
서울,2021.6.8,0.1,0.1,
서울,2021.6.9,,,
서울,2021.6.10,6.1,5.1,22:57
서울,2021.6.11,4.6,2.6,2:19
서울,2021.6.12,,,
서울,2021.6.13,,,
서울,2021.6.14,,,
서울,2021.6.15,1.9,0.9,10:18
서울,2021.6.16,,,
서울,2021.6.17,0,0,
서울,2021.6.18,6.3,1.7,5:53
서울,2021.6.19,,,
서울,2021.6.20,,,
서울,2021.6.21,,,
서울,2021.6.22,0,0,
서울,2021.6.23,7.5,7.5,15:30
서울,2021.6.24,,,
서울,2021.6.25,,,
서울,2021.6.26,4.5,2.6,3:39
서울,2021.6.27,38.2,37.7,18:24
서울,2021.6.28,0.1,0.1,
서울,2021.6.29,8,8,16:14
서울,2021.6.30,6,6,11:59
서울,2021.7.1,,,
서울,2021.7.2,,,
서울,2021.7.3,60,13.8,16:56
서울,2021.7.4,21.4,5.3,0:45
서울,2021.7.5,,,
서울,2021.7.6,,,
서울,2021.7.7,12.7,12.4,20:25
서울,2021.7.8,2.9,2.7,0:02
서울,2021.7.9,0,0,
서울,2021.7.10,0.5,0.2,
서울,2021.7.11,0.4,0.4,6:12
서울,2021.7.12,,,
서울,2021.7.13,,,
서울,2021.7.14,,,
서울,2021.7.15,0,0,
서울,2021.7.16,,,
서울,2021.7.17,0,0,
서울,2021.7.18,,,
서울,2021.7.19,67.4,65.7,14:06
서울,2021.7.20,0,0,
서울,2021.7.21,,,
서울,2021.7.22,,,
서울,2021.7.23,,,
서울,2021.7.24,,,
서울,2021.7.25,,,
서울,2021.7.26,,,
서울,2021.7.27,,,
서울,2021.7.28,0,0,
서울,2021.7.29,,,
서울,2021.7.30,,,
서울,2021.7.31,3,2.4,2:01
서울,2021.8.1,21,8.7,19:09
서울,2021.8.2,1.7,1.4,7:43
서울,2021.8.3,0,0,
서울,2021.8.4,,,
서울,2021.8.5,,,
서울,2021.8.6,,,
서울,2021.8.7,,,
서울,2021.8.8,12.7,11.6,15:22
서울,2021.8.9,,,
서울,2021.8.10,,,
서울,2021.8.11,0,0,
서울,2021.8.12,0,0,
서울,2021.8.13,,,
서울,2021.8.14,,,
서울,2021.8.15,,,
서울,2021.8.16,0,0,
서울,2021.8.17,9.3,5.3,19:44
서울,2021.8.18,5.6,2.9,7:13
서울,2021.8.19,,,
서울,2021.8.20,0,0,
서울,2021.8.21,62.8,27.9,12:19
서울,2021.8.22,0,0,
서울,2021.8.23,7.4,2,18:23
서울,2021.8.24,10.5,2.8,12:15
서울,2021.8.25,0.3,0.3,1:50
서울,2021.8.26,0.7,0.7,15:20
서울,2021.8.27,0.9,0.7,13:18
서울,2021.8.28,,,
서울,2021.8.29,0.9,0.7,1:22
서울,2021.8.30,0,0,
서울,2021.8.31,77.4,12.4,13:56
서울,2021.9.1,0.8,3.1,#VALUE!
서울,2021.9.2,,,
서울,2021.9.3,,,
서울,2021.9.4,,,
서울,2021.9.5,,,
서울,2021.9.6,12,4,21:38
서울,2021.9.7,29.6,6.6,8:52
서울,2021.9.8,1.6,0.7,1:49
서울,2021.9.9,,,
서울,2021.9.10,,,
서울,2021.9.11,,,
서울,2021.9.12,,,
서울,2021.9.13,,,
서울,2021.9.14,,,
서울,2021.9.15,,,
서울,2021.9.16,,,
서울,2021.9.17,,,
서울,2021.9.18,,,
서울,2021.9.19,,,
서울,2021.9.20,,,
서울,2021.9.21,68.1,27.1,23:12
서울,2021.9.22,4.5,4.2,0:01
서울,2021.9.23,,,
서울,2021.9.24,,,
서울,2021.9.25,,,
서울,2021.9.26,,,
서울,2021.9.27,0,0,
서울,2021.9.28,1.3,0.7,21:00
서울,2021.9.29,13.1,5,8:47
서울,2021.9.30,,,
서울,2021.10.1,13.3,12.7,21:53
서울,2021.10.2,,,
서울,2021.10.3,,,
서울,2021.10.4,3.6,3.5,17:14
서울,2021.10.5,0,0,
서울,2021.10.6,6.4,2,7:35
서울,2021.10.7,4.6,3.8,5:05
서울,2021.10.8,3.5,0.9,10:44
서울,2021.10.9,0.4,0.3,6:35
서울,2021.10.10,14.2,4.4,12:37
서울,2021.10.11,0.3,0.3,#VALUE!
서울,2021.10.12,,,
서울,2021.10.13,,,
서울,2021.10.14,,,
서울,2021.10.15,0,0,
서울,2021.10.16,0,0,
서울,2021.10.17,,,
서울,2021.10.18,5.6,4.8,23:31
서울,2021.10.19,4.4,3.1,0:01
서울,2021.10.20,,,
서울,2021.10.21,,,
서울,2021.10.22,,,
서울,2021.10.23,,,
서울,2021.10.24,,,
서울,2021.10.25,,,
서울,2021.10.26,,,
서울,2021.10.27,0,0,
서울,2021.10.28,,,
서울,2021.10.29,,,
서울,2021.10.30,,,
서울,2021.10.31,0.7,0.7,20:15
서울,2021.11.1,,,
서울,2021.11.2,,,
서울,2021.11.3,,,
서울,2021.11.4,0,,
서울,2021.11.5,,,
서울,2021.11.6,,,
서울,2021.11.7,,,
서울,2021.11.8,25.7,,
서울,2021.11.9,2,,
서울,2021.11.10,0.3,,
서울,2021.11.11,0,,
서울,2021.11.12,,,
서울,2021.11.13,,,
서울,2021.11.14,,,
서울,2021.11.15,,,
서울,2021.11.16,,,
서울,2021.11.17,,,
서울,2021.11.18,0,,
서울,2021.11.19,,,
서울,2021.11.20,,,
서울,2021.11.21,5.9,,
서울,2021.11.22,1.3,,
서울,2021.11.23,,,
서울,2021.11.24,0,,
서울,2021.11.25,,,
서울,2021.11.26,0,,
서울,2021.11.27,,,
서울,2021.11.28,,,
서울,2021.11.29,,,
서울,2021.11.30,27.2,,
서울,2021.12.1,,,
서울,2021.12.2,0.1,,
서울,2021.12.3,0.4,,
서울,2021.12.4,,,
서울,2021.12.5,,,
서울,2021.12.6,,,
서울,2021.12.7,,,
서울,2021.12.8,,,
서울,2021.12.9,,,
서울,2021.12.10,0.7,,
서울,2021.12.11,,,
서울,2021.12.12,,,
서울,2021.12.13,,,
서울,2021.12.14,1.2,,
서울,2021.12.15,2.1,,
서울,2021.12.16,0,,
서울,2021.12.17,,,
서울,2021.12.18,2.8,,
서울,2021.12.19,0.2,,
서울,2021.12.20,0,,
서울,2021.12.21,,,
서울,2021.12.22,,,
서울,2021.12.23,,,
서울,2021.12.24,0.2,,
서울,2021.12.25,,,
서울,2021.12.26,,,
서울,2021.12.27,0,,
서울,2021.12.28,,,
서울,2021.12.29,0.2,,
서울,2021.12.30,0,,
서울,2021.12.31,,,
서울,2022.1.1,,,
서울,2022.1.2,0.3,,
서울,2022.1.3,0,,
서울,2022.1.4,0,,
서울,2022.1.5,,,
서울,2022.1.6,,,
서울,2022.1.7,,,
서울,2022.1.8,0,,
서울,2022.1.9,,,
서울,2022.1.10,0.9,,
서울,2022.1.11,0.2,,
서울,2022.1.12,,,
서울,2022.1.13,,,
서울,2022.1.14,,,
서울,2022.1.15,0,,
서울,2022.1.16,0,,
서울,2022.1.17,0.5,,
서울,2022.1.18,,,
서울,2022.1.19,1.7,,
서울,2022.1.20,,,
서울,2022.1.21,,,
서울,2022.1.22,,,
서울,2022.1.23,,,
서울,2022.1.24,,,
서울,2022.1.25,0.7,,
서울,2022.1.26,,,
서울,2022.1.27,,,
서울,2022.1.28,,,
서울,2022.1.29,,,
서울,2022.1.30,,,
서울,2022.1.31,1.2,,
서울,2022.2.1,1.7,,
서울,2022.2.2,,,
서울,2022.2.3,,,
서울,2022.2.4,0,,
서울,2022.2.5,,,
서울,2022.2.6,,,
서울,2022.2.7,,,
서울,2022.2.8,,,
서울,2022.2.9,,,
서울,2022.2.10,,,
서울,2022.2.11,,,
서울,2022.2.12,,,
서울,2022.2.13,,,
서울,2022.2.14,1.7,,
서울,2022.2.15,0,,
서울,2022.2.16,0,,
서울,2022.2.17,,,
서울,2022.2.18,,,
서울,2022.2.19,0.1,,
서울,2022.2.20,,,
서울,2022.2.21,0.1,,
서울,2022.2.22,,,
서울,2022.2.23,,,
서울,2022.2.24,,,
서울,2022.2.25,,,
서울,2022.2.26,1.1,,
서울,2022.2.27,,,
서울,2022.2.28,,,
서울,2022.3.1,2.3,,
서울,2022.3.2,,,
서울,2022.3.3,,,
서울,2022.3.4,,,
서울,2022.3.5,,,
서울,2022.3.6,,,
서울,2022.3.7,,,
서울,2022.3.8,,,
서울,2022.3.9,,,
서울,2022.3.10,,,
서울,2022.3.11,,,
서울,2022.3.12,2.6,,
서울,2022.3.13,42.1,,
서울,2022.3.14,8.7,,
서울,2022.3.15,,,
서울,2022.3.16,,,
서울,2022.3.17,1.2,,
서울,2022.3.18,0,,
서울,2022.3.19,14.6,,
서울,2022.3.20,0,,
서울,2022.3.21,,,
서울,2022.3.22,,,
서울,2022.3.23,,,
서울,2022.3.24,,,
서울,2022.3.25,10.9,,
서울,2022.3.26,19.8,,
서울,2022.3.27,,,
서울,2022.3.28,,,
서울,2022.3.29,,,
서울,2022.3.30,0.4,,
서울,2022.3.31,,,
서울,2022.4.1,,,
서울,2022.4.2,,,
서울,2022.4.3,,,
서울,2022.4.4,,,
서울,2022.4.5,,,
서울,2022.4.6,,,
서울,2022.4.7,,,
서울,2022.4.8,,,
서울,2022.4.9,0.5,0.5,7:10
서울,2022.4.10,,,
서울,2022.4.11,,,
서울,2022.4.12,0.5,0.4,20:38
서울,2022.4.13,1.3,0.8,1:28
서울,2022.4.14,,,
서울,2022.4.15,,,
서울,2022.4.16,,,
서울,2022.4.17,,,
서울,2022.4.18,,,
서울,2022.4.19,,,
서울,2022.4.20,,,
서울,2022.4.21,,,
서울,2022.4.22,,,
서울,2022.4.23,,,
서울,2022.4.24,0.3,0.2,
서울,2022.4.25,1.3,0.3,5:29
서울,2022.4.26,1,0.8,2:37
서울,2022.4.27,,,
서울,2022.4.28,0,0,
서울,2022.4.29,15.5,4,4:23
서울,2022.4.30,,,
서울,2022.5.1,,,
서울,2022.5.2,,,
서울,2022.5.3,,,
서울,2022.5.4,,,
서울,2022.5.5,,,
서울,2022.5.6,,,
서울,2022.5.7,0.5,0.2,
서울,2022.5.8,2,1.1,21:10
서울,2022.5.9,,,
서울,2022.5.10,0,0,
서울,2022.5.11,0,0,
서울,2022.5.12,,,
서울,2022.5.13,,,
서울,2022.5.14,,,
서울,2022.5.15,,,
서울,2022.5.16,,,
서울,2022.5.17,,,
서울,2022.5.18,1.5,1.5,8:53
서울,2022.5.19,,,
서울,2022.5.20,,,
서울,2022.5.21,,,
서울,2022.5.22,,,
서울,2022.5.23,,,
서울,2022.5.24,,,
서울,2022.5.25,3.5,2.9,21:00
서울,2022.5.26,0,0,
서울,2022.5.27,0,0,
서울,2022.5.28,,,
서울,2022.5.29,,,
서울,2022.5.30,0,0,
서울,2022.5.31,,,
서울,2022.6.1,,,
서울,2022.6.2,,,
서울,2022.6.3,,,
서울,2022.6.4,,,
서울,2022.6.5,0,0,
서울,2022.6.6,4.3,1.7,6:38
서울,2022.6.7,0,0,
서울,2022.6.8,,,
서울,2022.6.9,2.6,2.5,12:45
서울,2022.6.10,1.2,1.2,13:38
서울,2022.6.11,,,
서울,2022.6.12,,,
서울,2022.6.13,18,15.9,2:43
서울,2022.6.14,0,0,
서울,2022.6.15,18.5,5.8,1:44
서울,2022.6.16,0.7,0.3,0:35
서울,2022.6.17,,,
서울,2022.6.18,0,0,
서울,2022.6.19,,,
서울,2022.6.20,,,
서울,2022.6.21,,,
서울,2022.6.22,,,
서울,2022.6.23,103,34.4,17:54
서울,2022.6.24,19.1,14.4,0:01
서울,2022.6.25,,,
서울,2022.6.26,,,
서울,2022.6.27,6.1,1.6,11:45
서울,2022.6.28,6.3,3.2,13:17
서울,2022.6.29,37.8,10.6,11:33
서울,2022.6.30,176.2,24,9:53
서울,2022.7.1,,,
서울,2022.7.2,,,
서울,2022.7.3,,,
서울,2022.7.4,0,0,
서울,2022.7.5,0,0,
서울,2022.7.6,16.1,15.6,21:54
서울,2022.7.7,0,0,
서울,2022.7.8,1.7,1.7,0:55
서울,2022.7.9,0.1,0.1,
서울,2022.7.10,0,0,
서울,2022.7.11,9,7.7,15:27
서울,2022.7.12,,,
서울,2022.7.13,114.5,30.3,14:24
서울,2022.7.14,0.9,0.5,4:27
서울,2022.7.15,,,
서울,2022.7.16,34,33.8,16:30
서울,2022.7.17,0,0,
서울,2022.7.18,,,
서울,2022.7.19,,,
서울,2022.7.20,1.1,0.8,22:38
서울,2022.7.21,10.4,3.4,5:22
서울,2022.7.22,5.2,5.2,12:35
서울,2022.7.23,9.9,4.2,21:54
서울,2022.7.24,1.2,1.6,#VALUE!
서울,2022.7.25,,,
서울,2022.7.26,,,
서울,2022.7.27,,,
서울,2022.7.28,,,
서울,2022.7.29,,,
서울,2022.7.30,1,1,14:45
서울,2022.7.31,47.2,18,21:41
서울,2022.8.1,30,13.3,5:17
서울,2022.8.2,33.5,7.6,2:12
서울,2022.8.3,51.1,17.9,4:16
서울,2022.8.4,0,0,
서울,2022.8.5,0,0,
서울,2022.8.6,13.6,11.4,10:50
서울,2022.8.7,0.9,0.9,8:35
서울,2022.8.8,129.6,38.1,17:34
서울,2022.8.9,123.1,27.1,19:43
서울,2022.8.10,7.6,10,#VALUE!
서울,2022.8.11,38.8,25.6,3:51
서울,2022.8.12,,,
서울,2022.8.13,4,2,12:18
서울,2022.8.14,3,3,17:25
서울,2022.8.15,0.9,0.7,18:01
서울,2022.8.16,0,0,
서울,2022.8.17,0,0,
서울,2022.8.18,,,
서울,2022.8.19,66.1,47.1,15:43
서울,2022.8.20,0,0.2,
서울,2022.8.21,,,
서울,2022.8.22,3.2,2.7,21:39
서울,2022.8.23,2.2,1,4:18
서울,2022.8.24,,,
서울,2022.8.25,1.6,0.8,11:02
서울,2022.8.26,,,
서울,2022.8.27,17.6,17.6,1:40
서울,2022.8.28,,,
서울,2022.8.29,2.2,0.6,6:31
서울,2022.8.30,35.8,4.2,2:50
서울,2022.8.31,0,0,
서울,2022.9.1,,,
서울,2022.9.2,,,
서울,2022.9.3,,,
서울,2022.9.4,33.8,9.7,21:35
서울,2022.9.5,120,12.8,10:25
서울,2022.9.6,25.3,8.9,1:51
서울,2022.9.7,,,
서울,2022.9.8,,,
서울,2022.9.9,,,
서울,2022.9.10,,,
서울,2022.9.11,0.1,0.1,
서울,2022.9.12,,,
서울,2022.9.13,0,0,
서울,2022.9.14,0,0,
서울,2022.9.15,0.1,0.1,
서울,2022.9.16,14.6,8.6,23:21
서울,2022.9.17,4.3,4.3,0:01
서울,2022.9.18,,,
서울,2022.9.19,,,
서울,2022.9.20,,,
서울,2022.9.21,,,
서울,2022.9.22,,,
서울,2022.9.23,3.3,3.3,11:15
서울,2022.9.24,,,
서울,2022.9.25,,,
서울,2022.9.26,,,
서울,2022.9.27,,,
서울,2022.9.28,,,
서울,2022.9.29,,,
서울,2022.9.30,,,
서울,2022.10.1,,,
서울,2022.10.2,15.8,6.1,17:25
서울,2022.10.3,76,14.7,22:19
서울,2022.10.4,11.8,7,0:30
서울,2022.10.5,0.1,0.1,
서울,2022.10.6,0,0,
서울,2022.10.7,,,
서울,2022.10.8,,,
서울,2022.10.9,20.4,4.2,18:40
서울,2022.10.10,0,0,
서울,2022.10.11,,,
서울,2022.10.12,,,
서울,2022.10.13,,,
서울,2022.10.14,,,
서울,2022.10.15,,,
서울,2022.10.16,,,
서울,2022.10.17,,,
서울,2022.10.18,,,
서울,2022.10.19,,,
서울,2022.10.20,,,
서울,2022.10.21,,,
서울,2022.10.22,,,
서울,2022.10.23,,,
서울,2022.10.24,,,
서울,2022.10.25,,,
서울,2022.10.26,,,
서울,2022.10.27,,,
서울,2022.10.28,,,
서울,2022.10.29,,,
서울,2022.10.30,,,
서울,2022.10.31,,,
서울,2022.11.1,,,
서울,2022.11.2,,,
서울,2022.11.3,0,,
서울,2022.11.4,,,
서울,2022.11.5,,,
서울,2022.11.6,,,
서울,2022.11.7,0,,
서울,2022.11.8,,,
서울,2022.11.9,,,
서울,2022.11.10,,,
서울,2022.11.11,,,
서울,2022.11.12,57.9,,
서울,2022.11.13,,,
서울,2022.11.14,,,
서울,2022.11.15,1.6,,
서울,2022.11.16,,,
서울,2022.11.17,,,
서울,2022.11.18,,,
서울,2022.11.19,,,
서울,2022.11.20,,,
서울,2022.11.21,,,
서울,2022.11.22,0,,
서울,2022.11.23,0,,
서울,2022.11.24,,,
서울,2022.11.25,1.7,,
서울,2022.11.26,,,
서울,2022.11.27,,,
서울,2022.11.28,19.5,,
서울,2022.11.29,3.8,,
서울,2022.11.30,,,
서울,2022.12.1,,,
서울,2022.12.2,,,
서울,2022.12.3,1.1,,
서울,2022.12.4,,,
서울,2022.12.5,,,
서울,2022.12.6,0.1,,
서울,2022.12.7,0.1,,
서울,2022.12.8,,,
서울,2022.12.9,0,,
서울,2022.12.10,,,
서울,2022.12.11,,,
서울,2022.12.12,5.4,,
서울,2022.12.13,0.6,,
서울,2022.12.14,,,
서울,2022.12.15,2.4,,
서울,2022.12.16,,,
서울,2022.12.17,0.2,,
서울,2022.12.18,,,
서울,2022.12.19,,,
서울,2022.12.20,,,
서울,2022.12.21,3.6,,
서울,2022.12.22,,,
서울,2022.12.23,,,
서울,2022.12.24,,,
서울,2022.12.25,,,
서울,2022.12.26,,,
서울,2022.12.27,,,
서울,2022.12.28,0.1,,
서울,2022.12.29,0,,
서울,2022.12.30,0,,
서울,2022.12.31,0,,
서울,2023.1.1,,,
서울,2023.1.2,,,
서울,2023.1.3,,,
서울,2023.1.4,,,
서울,2023.1.5,,,
서울,2023.1.6,3.9,,
서울,2023.1.7,0.1,,
서울,2023.1.8,,,
서울,2023.1.9,,,
서울,2023.1.10,,,
서울,2023.1.11,,,
서울,2023.1.12,0,,
서울,2023.1.13,37.3,,
서울,2023.1.14,1.6,,
서울,2023.1.15,3.2,,
서울,2023.1.16,0,,
서울,2023.1.17,0,,
서울,2023.1.18,0,,
서울,2023.1.19,1,,
서울,2023.1.20,,,
서울,2023.1.21,,,
서울,2023.1.22,0,,
서울,2023.1.23,,,
서울,2023.1.24,0,,
서울,2023.1.25,0,,
서울,2023.1.26,0.8,,
서울,2023.1.27,,,
서울,2023.1.28,0,,
서울,2023.1.29,,,
서울,2023.1.30,,,
서울,2023.1.31,,,
서울,2023.2.1,,,
서울,2023.2.2,,,
서울,2023.2.3,,,
서울,2023.2.4,,,
서울,2023.2.5,,,
서울,2023.2.6,,,
서울,2023.2.7,,,
서울,2023.2.8,,,
서울,2023.2.9,0,,
서울,2023.2.10,0.6,,
서울,2023.2.11,,,
서울,2023.2.12,,,
서울,2023.2.13,,,
서울,2023.2.14,,,
서울,2023.2.15,,,
서울,2023.2.16,0,,
서울,2023.2.17,,,
서울,2023.2.18,,,
서울,2023.2.19,0.4,,
서울,2023.2.20,,,
서울,2023.2.21,,,
서울,2023.2.22,,,
서울,2023.2.23,,,
서울,2023.2.24,,,
서울,2023.2.25,,,
서울,2023.2.26,,,
서울,2023.2.27,,,
서울,2023.2.28,,,
서울,2023.3.1,,,
서울,2023.3.2,,,
서울,2023.3.3,,,
서울,2023.3.4,,,
서울,2023.3.5,,,
서울,2023.3.6,,,
서울,2023.3.7,,,
서울,2023.3.8,1.2,,
서울,2023.3.9,3.7,,
서울,2023.3.10,,,
서울,2023.3.11,,,
서울,2023.3.12,5.6,,
서울,2023.3.13,,,
서울,2023.3.14,,,
서울,2023.3.15,,,
서울,2023.3.16,,,
서울,2023.3.17,,,
서울,2023.3.18,,,
서울,2023.3.19,,,
서울,2023.3.20,,,
서울,2023.3.21,,,
서울,2023.3.22,,,
서울,2023.3.23,0,,
서울,2023.3.24,,,
서울,2023.3.25,,,
서울,2023.3.26,,,
